latitude,longitude,altitude,geometry,previous_dominating_activity,bearing,previous_dominating_activity_confidence,current_dominating_activity,timestamp,created_at,feature,id,speed,route,current_dominating_activity_confidence,accuracy
-6.7624943,39.2768913,,Point,still,0,14,,2015-12-05T12:50:28+03:00,2015-12-05 09:50:36,passive_tracking,393,0,,0,37.5
-6.7567073,39.2863933,,Point,in_vehicle,0,27,,2015-12-05T13:42:13+03:00,2015-12-05 10:42:27,passive_tracking,394,0,,0,54.509
-6.7677419,39.2284798,,Point,in_vehicle,0,62,,2015-12-05T15:17:24+03:00,2015-12-05 12:17:30,passive_tracking,400,0,,0,61.86
-6.774175,39.241905,,Point,in_vehicle,0,56,,2015-12-05T15:26:29+03:00,2015-12-05 12:26:31,passive_tracking,401,0,,0,54
-6.8284456,39.311293,,Point,still,355,62,,2015-12-05T16:01:22+03:00,2015-12-05 13:01:28,passive_tracking,402,355,,0,5
-6.8284456,39.311293,,Point,,355,0,still,2015-12-05T16:10:34+03:00,2015-12-05 13:10:37,passive_tracking,403,355,,54,5
-6.8284456,39.311293,,Point,still,355,77,,2015-12-05T16:21:11+03:00,2015-12-05 13:21:23,passive_tracking,404,355,,0,5
-6.8284456,39.311293,,Point,still,355,69,,2015-12-05T17:32:38+03:00,2015-12-05 14:32:44,passive_tracking,406,355,,0,5
-6.8284456,39.311293,,Point,still,355,69,,2015-12-05T17:49:50+03:00,2015-12-05 14:49:56,passive_tracking,407,355,,0,5
-6.7905877,39.2734967,,Point,still,0,54,,2015-12-05T15:35:57+03:00,2015-12-05 12:36:02,passive_tracking,408,0,,0,11
-6.8284456,39.311293,,Point,,355,0,still,2015-12-05T16:47:54+03:00,2015-12-05 13:47:57,passive_tracking,411,355,,40,5
-6.7740649,39.2417648,,Point,still,0,40,,2015-12-05T17:13:21+03:00,2015-12-05 14:13:30,passive_tracking,413,0,,0,61.5
-6.8284456,39.311293,,Point,still,355,77,,2015-12-05T17:28:40+03:00,2015-12-05 14:28:46,passive_tracking,414,355,,0,5
-6.8284456,39.311293,,Point,still,355,73,,2015-12-05T17:37:13+03:00,2015-12-05 14:37:19,passive_tracking,415,355,,0,5
-6.8284456,39.311293,,Point,still,355,64,,2015-12-05T17:54:33+03:00,2015-12-05 14:54:39,passive_tracking,416,355,,0,5
-6.8284456,39.311293,,Point,still,355,85,,2015-12-05T17:27:38+03:00,2015-12-05 14:27:43,passive_tracking,418,355,,0,5
-6.7805137,39.2243328,,Point,on_foot,0,61,,2015-12-06T15:18:14+03:00,2015-12-06 12:18:19,passive_tracking,423,0,,0,36
-6.7525096,39.281245,,Point,in_vehicle,0,69,,2015-12-06T22:57:48+03:00,2015-12-06 20:02:09,passive_tracking,429,0,,0,24
-6.7625948,39.2809881,,Point,still,0,31,,2015-12-06T18:39:34+03:00,2015-12-06 15:39:38,passive_tracking,430,0,,0,52.5
-6.7625238,39.2810205,,Point,,313,0,on_foot,2015-12-06T18:59:28+03:00,2015-12-06 15:59:31,passive_tracking,431,313,,55,6
-6.7693029,39.2802729,,Point,still,0,52,,2015-12-06T19:45:03+03:00,2015-12-06 16:45:04,passive_tracking,432,0,,0,34.5
-6.752517,39.2812702,,Point,in_vehicle,0,26,on_foot,2015-12-07T07:55:07+03:00,2015-12-07 04:55:21,passive_tracking,434,0,,97,83.698
-6.7693033,39.2802726,,Point,in_vehicle,0,12,,2015-12-07T08:10:48+03:00,2015-12-07 05:11:09,passive_tracking,437,0,,0,40.5
-6.7670668,39.2613785,,Point,in_vehicle,0,100,still,2015-12-07T09:29:58+03:00,2015-12-07 06:30:00,passive_tracking,439,0,,100,30
-6.83353,39.2533607,,Point,in_vehicle,0,48,,2015-12-07T09:33:38+03:00,2015-12-07 06:33:44,passive_tracking,440,0,,0,33
-6.7627932,39.2548429,,Point,still,307,100,in_vehicle,2015-12-07T09:36:37+03:00,2015-12-07 06:36:40,passive_tracking,441,307,,100,15
-6.7691905,39.2803068,,Point,in_vehicle,0,31,still,2015-12-07T12:38:07+03:00,2015-12-07 09:38:14,passive_tracking,444,0,,100,46
-6.822571,39.2727729,,Point,,0,0,still,2015-12-07T13:48:10+03:00,2015-12-07 10:48:25,passive_tracking,446,0,,71,100
-6.7691912,39.2803046,,Point,still,0,21,,2015-12-07T13:53:01+03:00,2015-12-07 10:53:07,passive_tracking,447,0,,0,24
-6.8233469,39.2730974,,Point,in_vehicle,0,46,,2015-12-07T14:07:04+03:00,2015-12-07 11:07:11,passive_tracking,448,0,,0,100
-6.769191,39.2803057,,Point,still,0,79,,2015-12-07T14:23:00+03:00,2015-12-07 11:23:06,passive_tracking,449,0,,0,23
-6.7748702,39.2411608,,Point,still,0,95,,2015-12-07T14:50:20+03:00,2015-12-07 11:50:34,passive_tracking,451,0,,0,49.5
-6.8485052,39.2755484,,Point,on_foot,0,16,,2015-12-07T15:09:19+03:00,2015-12-07 12:09:24,passive_tracking,453,0,,0,110.826
-6.7743713,39.2416073,,Point,still,0,72,,2015-12-07T16:18:34+03:00,2015-12-07 13:18:42,passive_tracking,454,0,,0,61.5
-6.7742702,39.2420254,,Point,still,0,77,,2015-12-07T17:33:52+03:00,2015-12-07 14:34:07,passive_tracking,456,0,,0,40.5
-6.7742694,39.2420197,,Point,still,0,85,,2015-12-07T17:55:05+03:00,2015-12-07 14:55:25,passive_tracking,457,0,,0,37.5
-6.7743541,39.2418296,,Point,still,0,79,,2015-12-07T18:45:46+03:00,2015-12-07 15:46:01,passive_tracking,464,0,,0,78
-6.7528851,39.2823614,,Point,on_foot,0,10,,2015-12-07T20:16:58+03:00,2015-12-07 17:17:00,passive_tracking,465,0,,0,27
-6.7689445,39.2804298,,Point,in_vehicle,0,58,,2015-12-08T08:02:59+03:00,2015-12-08 05:03:09,passive_tracking,466,0,,0,55.5
-6.7692651,39.2803315,,Point,on_foot,0,100,still,2015-12-08T09:21:20+03:00,2015-12-08 06:21:26,passive_tracking,471,0,,77,30
-6.7692135,39.2803497,,Point,on_foot,0,77,,2015-12-08T09:33:20+03:00,2015-12-08 06:33:25,passive_tracking,472,0,,0,31.5
-6.8228714,39.2724483,,Point,still,0,100,in_vehicle,2015-12-08T11:58:46+03:00,2015-12-08 08:58:55,passive_tracking,475,0,,56,100
-6.7692742,39.2803297,,Point,still,0,50,,2015-12-08T14:05:03+03:00,2015-12-08 11:05:07,passive_tracking,477,0,,0,40.5
-6.9364041,39.3337698,,Point,still,0,23,,2015-12-08T19:43:49+03:00,2015-12-08 16:43:59,passive_tracking,480,0,,0,40.5
-6.7692535,39.2803223,,Point,still,0,60,,2015-12-08T10:04:06+03:00,2015-12-08 07:04:21,passive_tracking,481,0,,0,30
-6.7693033,39.2802728,,Point,still,0,54,,2015-12-08T11:14:47+03:00,2015-12-08 08:14:54,passive_tracking,484,0,,0,36
-6.769271,39.2803323,,Point,still,0,40,,2015-12-08T12:04:59+03:00,2015-12-08 09:05:04,passive_tracking,486,0,,0,36
-6.8228088,39.2730974,,Point,still,0,87,,2015-12-08T13:50:46+03:00,2015-12-08 10:50:55,passive_tracking,489,0,,0,100
-6.7748975,39.2411347,,Point,in_vehicle,0,35,,2015-12-08T16:30:51+03:00,2015-12-08 13:31:12,passive_tracking,490,0,,0,33
-6.7691912,39.2803048,,Point,still,0,100,in_vehicle,2015-12-08T17:37:01+03:00,2015-12-08 14:37:12,passive_tracking,494,0,,25,25
-6.9364034,39.3337697,,Point,in_vehicle,0,56,,2015-12-08T19:55:05+03:00,2015-12-08 16:55:54,passive_tracking,501,0,,0,40.5
-6.7596416,39.2722427,,Point,still,0,67,,2015-12-08T22:20:57+03:00,2015-12-08 19:21:00,passive_tracking,506,0,,0,69
-6.7536803,39.2754638,,Point,in_vehicle,0,27,,2015-12-08T22:38:38+03:00,2015-12-08 19:38:49,passive_tracking,507,0,,0,36
-6.7526269,39.2812539,,Point,on_foot,0,16,in_vehicle,2015-12-09T00:36:45+03:00,2015-12-08 21:36:49,passive_tracking,514,0,,6,36
-6.7528881,39.2818171,,Point,,0,0,still,2015-12-09T08:58:18+03:00,2015-12-09 05:58:29,passive_tracking,515,0,,60,100.5
-6.7528907,39.2821072,,Point,still,0,46,,2015-12-09T09:00:40+03:00,2015-12-09 06:00:46,passive_tracking,516,0,,0,120
-6.7529585,39.2818199,,Point,in_vehicle,0,21,,2015-12-09T09:20:07+03:00,2015-12-09 06:20:11,passive_tracking,517,0,,0,23
-6.752786,39.2812693,,Point,on_foot,0,69,still,2015-12-09T09:57:29+03:00,2015-12-09 06:57:43,passive_tracking,518,0,,100,106.787
-6.7529199,39.281279,,Point,in_vehicle,0,33,still,2015-12-09T11:52:33+03:00,2015-12-09 08:52:35,passive_tracking,521,0,,81,54.174
-6.7532295,39.282068,,Point,,0,0,in_vehicle,2015-12-09T12:37:35+03:00,2015-12-09 09:37:45,passive_tracking,522,0,,37,112.5
-6.8135615,39.2903619,,Point,in_vehicle,0,35,,2015-12-10T14:25:26+03:00,2015-12-10 11:26:03,passive_tracking,527,0,,0,39.825
-6.8124735,39.2903627,,Point,on_foot,0,59,still,2015-12-10T14:52:01+03:00,2015-12-10 11:52:07,passive_tracking,528,0,,100,23.978
-6.7526276,39.2812538,,Point,still,0,92,,2015-12-10T19:50:51+03:00,2015-12-10 16:50:53,passive_tracking,531,0,,0,40.5
-6.8000169,39.2757876,,Point,still,0,50,,2015-12-10T21:38:42+03:00,2015-12-10 18:38:49,passive_tracking,532,0,,0,27
-6.799994,39.2753082,,Point,still,0,80,,2015-12-10T21:42:27+03:00,2015-12-10 18:42:30,passive_tracking,533,0,,0,24
-6.7883032,39.2778274,,Point,still,0,62,,2015-12-11T07:36:22+03:00,2015-12-11 04:36:26,passive_tracking,534,0,,0,45
-6.7892062,39.2787868,,Point,still,0,37,,2015-12-11T07:40:31+03:00,2015-12-11 04:40:35,passive_tracking,535,0,,0,40.5
-6.7981345,39.2821422,,Point,still,145,100,in_vehicle,2015-12-11T07:48:20+03:00,2015-12-11 04:48:32,passive_tracking,536,145,,58,45
-6.76924,39.280357,,Point,on_foot,0,25,still,2015-12-11T08:14:35+03:00,2015-12-11 05:14:38,passive_tracking,537,0,,75,30
-6.8200926,39.2853372,,Point,still,0,46,,2015-12-11T08:49:31+03:00,2015-12-11 05:49:37,passive_tracking,539,0,,0,39
-6.8265338,39.2707819,,Point,,0,0,still,2015-12-11T09:40:41+03:00,2015-12-11 06:40:44,passive_tracking,542,0,,57,36
-6.8267739,39.2705,,Point,in_vehicle,0,21,,2015-12-11T11:25:42+03:00,2015-12-11 08:25:47,passive_tracking,544,0,,0,67.5
-6.7657491,39.261454,,Point,,0,0,still,2015-12-11T12:32:29+03:00,2015-12-11 09:32:33,passive_tracking,545,0,,64,23.093
-6.767197,39.2609436,,Point,on_foot,0,90,still,2015-12-11T12:50:03+03:00,2015-12-11 09:50:10,passive_tracking,546,0,,52,36
-6.7671306,39.2610613,,Point,in_vehicle,0,29,,2015-12-11T12:55:13+03:00,2015-12-11 09:55:17,passive_tracking,547,0,,0,30.916
-6.7670581,39.2614065,,Point,still,0,33,,2015-12-11T13:41:38+03:00,2015-12-11 10:41:42,passive_tracking,549,0,,0,48
-6.8113261,39.2962779,,Point,in_vehicle,0,92,,2015-12-11T22:01:41+03:00,2015-12-11 19:01:45,passive_tracking,550,0,,0,75.872
-6.8265338,39.2707819,,Point,still,0,48,,2015-12-11T09:38:30+03:00,2015-12-11 06:38:42,passive_tracking,551,0,,0,36
-6.8265338,39.2707819,,Point,still,0,73,,2015-12-11T09:42:16+03:00,2015-12-11 06:42:26,passive_tracking,552,0,,0,36
-6.8265338,39.2707819,,Point,still,0,69,,2015-12-11T09:47:57+03:00,2015-12-11 06:48:07,passive_tracking,553,0,,0,36
-6.8267739,39.2705,,Point,still,0,23,,2015-12-11T11:27:42+03:00,2015-12-11 08:27:44,passive_tracking,554,0,,0,67.5
-6.7669901,39.2606993,,Point,on_foot,0,92,still,2015-12-11T12:43:28+03:00,2015-12-11 09:43:34,passive_tracking,555,0,,74,57
-6.7671306,39.2610613,,Point,in_vehicle,0,29,,2015-12-11T12:55:13+03:00,2015-12-11 09:55:18,passive_tracking,556,0,,0,30.916
-6.7685845,39.270791,,Point,on_bicycle,0,56,,2015-12-11T13:54:26+03:00,2015-12-11 10:54:38,passive_tracking,559,0,,0,34
-6.8265338,39.2707819,,Point,,0,0,still,2015-12-11T09:39:59+03:00,2015-12-11 06:40:03,passive_tracking,560,0,,44,36
-6.8265345,39.2707819,,Point,in_vehicle,0,44,,2015-12-11T11:16:03+03:00,2015-12-11 08:16:10,passive_tracking,563,0,,0,40.5
-6.8269496,39.2705736,,Point,still,0,19,,2015-12-11T11:54:18+03:00,2015-12-11 08:54:24,passive_tracking,564,0,,0,45
-6.7657491,39.261454,,Point,,0,0,still,2015-12-11T12:32:29+03:00,2015-12-11 09:32:33,passive_tracking,566,0,,64,23.093
-6.7669901,39.2606993,,Point,on_foot,0,92,still,2015-12-11T12:43:28+03:00,2015-12-11 09:43:35,passive_tracking,567,0,,74,57
-6.767197,39.2609436,,Point,on_foot,0,90,still,2015-12-11T12:50:03+03:00,2015-12-11 09:50:08,passive_tracking,569,0,,52,36
-6.7671452,39.2610538,,Point,still,0,74,,2015-12-11T13:12:31+03:00,2015-12-11 10:12:45,passive_tracking,570,0,,0,52.5
-6.7669969,39.2613101,,Point,on_foot,0,77,still,2015-12-11T13:28:59+03:00,2015-12-11 10:29:01,passive_tracking,572,0,,92,45
-6.7670581,39.2614065,,Point,still,0,39,,2015-12-11T13:38:21+03:00,2015-12-11 10:38:23,passive_tracking,573,0,,0,48
-6.7864812,39.2785775,,Point,in_vehicle,0,100,,2015-12-11T13:52:19+03:00,2015-12-11 10:52:28,passive_tracking,574,0,,0,57
-6.7627678,39.2818898,,Point,in_vehicle,0,69,,2015-12-11T14:04:59+03:00,2015-12-11 11:05:06,passive_tracking,575,0,,0,36
-6.7757162,39.2697686,,Point,on_foot,0,100,still,2015-12-11T14:41:38+03:00,2015-12-11 11:41:59,passive_tracking,577,0,,77,37.521
-6.7685681,39.2702259,,Point,still,0,45,on_foot,2015-12-11T13:56:48+03:00,2015-12-11 10:56:59,passive_tracking,578,0,,92,40.5
-6.7529687,39.2841407,,Point,still,0,52,,2015-12-11T14:10:03+03:00,2015-12-11 11:10:07,passive_tracking,579,0,,0,34.5
-6.7527883,39.2816844,,Point,on_foot,0,25,,2015-12-11T17:26:37+03:00,2015-12-11 14:26:41,passive_tracking,582,0,,0,11
-6.8025697,39.2846859,,Point,in_vehicle,0,21,,2015-12-11T19:26:15+03:00,2015-12-11 16:26:34,passive_tracking,583,0,,0,34.5
-6.8048379,39.284026,,Point,still,0,46,,2015-12-11T19:43:37+03:00,2015-12-11 16:44:00,passive_tracking,584,0,,0,42
-6.8000805,39.2850233,,Point,in_vehicle,0,73,,2015-12-11T22:02:26+03:00,2015-12-11 19:02:40,passive_tracking,585,0,,0,42
-6.7712415,39.2198725,,Point,still,0,87,,2015-12-12T20:32:22+03:00,2015-12-12 17:32:24,passive_tracking,586,0,,0,40.5
-6.8226465,39.2760002,,Point,,0,0,still,2015-12-11T14:45:37+03:00,2015-12-11 11:45:45,passive_tracking,587,0,,43,37.5
-6.8265345,39.2707819,,Point,,0,0,still,2015-12-11T15:01:53+03:00,2015-12-11 12:01:57,passive_tracking,588,0,,50,40.5
-6.8036558,39.2767408,,Point,in_vehicle,0,95,,2015-12-11T15:19:56+03:00,2015-12-11 12:20:01,passive_tracking,589,0,,0,34.5
-6.8268175,39.2707062,,Point,,0,0,still,2015-12-11T15:23:08+03:00,2015-12-11 12:23:17,passive_tracking,590,0,,43,52.5
-6.8267609,39.2707249,,Point,,0,0,still,2015-12-11T15:38:41+03:00,2015-12-11 12:38:50,passive_tracking,591,0,,35,51
-6.7658617,39.2614126,,Point,still,0,100,on_foot,2015-12-11T18:25:47+03:00,2015-12-11 15:26:02,passive_tracking,592,0,,80,48
-6.7526269,39.2812537,,Point,still,0,57,,2015-12-11T21:28:49+03:00,2015-12-11 18:29:00,passive_tracking,595,0,,0,36
-6.8270221,39.2704169,,Point,still,0,21,,2015-12-11T15:27:00+03:00,2015-12-11 12:27:09,passive_tracking,597,0,,0,45
-6.8265345,39.2707819,,Point,still,0,77,,2015-12-11T15:36:43+03:00,2015-12-11 12:36:55,passive_tracking,598,0,,0,40.5
-6.8267609,39.2707249,,Point,,0,0,still,2015-12-11T15:37:50+03:00,2015-12-11 12:37:52,passive_tracking,599,0,,67,51
-6.7528595,39.2824802,,Point,in_vehicle,0,19,still,2015-12-11T17:27:24+03:00,2015-12-11 14:27:25,passive_tracking,600,0,,100,24
-6.8048379,39.284026,,Point,still,0,60,,2015-12-11T19:44:38+03:00,2015-12-11 16:44:42,passive_tracking,603,0,,0,42
-6.7633492,39.2758765,,Point,still,0,62,,2015-12-11T21:53:15+03:00,2015-12-11 18:53:17,passive_tracking,604,0,,0,10
-6.8113011,39.2962976,,Point,still,0,92,,2015-12-11T22:20:02+03:00,2015-12-11 19:20:12,passive_tracking,605,0,,0,55.5
-6.8764166,39.2763083,,Point,,162,0,in_vehicle,2015-12-11T23:24:29+03:00,2015-12-11 20:24:42,passive_tracking,606,162,,44,4.6
-6.8000802,39.285023,,Point,,0,0,still,2015-12-11T22:21:00+03:00,2015-12-11 19:21:01,passive_tracking,607,0,,52,36
-6.753972,39.2820458,,Point,still,0,77,,2015-12-11T23:54:15+03:00,2015-12-11 20:54:17,passive_tracking,608,0,,0,24
-6.7527364,39.2814489,,Point,on_foot,0,18,still,2015-12-12T11:17:02+03:00,2015-12-12 08:17:05,passive_tracking,613,0,,82,24
-6.769202,39.2803498,,Point,still,0,85,,2015-12-12T11:39:35+03:00,2015-12-12 08:39:35,passive_tracking,615,0,,0,30
-6.78644,39.0908266,,Point,in_vehicle,251,42,,2015-12-12T11:38:00+03:00,2015-12-12 08:42:51,passive_tracking,619,251,,0,7.8
-6.7865816,39.0905333,,Point,in_vehicle,228,72,on_foot,2015-12-12T11:42:45+03:00,2015-12-12 08:42:51,passive_tracking,620,228,,37,7.4
-6.7032306,39.2046167,,Point,on_foot,0,55,,2015-12-12T14:19:35+03:00,2015-12-12 11:19:38,passive_tracking,623,0,,0,26
-6.7032306,39.2046167,,Point,still,0,39,,2015-12-12T14:27:17+03:00,2015-12-12 11:27:18,passive_tracking,624,0,,0,26
-6.7564782,39.2871838,,Point,still,140,46,on_foot,2015-12-12T14:32:58+03:00,2015-12-12 11:33:10,passive_tracking,625,140,,95,6
-6.7566275,39.2868695,,Point,still,0,77,,2015-12-12T14:43:37+03:00,2015-12-12 11:43:43,passive_tracking,626,0,,0,32.022
-6.767062,39.2283525,,Point,still,0,52,,2015-12-12T12:28:45+03:00,2015-12-12 09:29:01,passive_tracking,627,0,,0,27
-6.7865716,39.0906616,,Point,in_vehicle,144,52,,2015-12-12T11:45:06+03:00,2015-12-12 09:43:12,passive_tracking,629,144,,0,11.4
-6.78641,39.0903083,,Point,,0,0,in_vehicle,2015-12-12T12:21:22+03:00,2015-12-12 09:43:12,passive_tracking,631,0,,62,11.4
-6.7865116,39.0910316,,Point,in_vehicle,85,92,,2015-12-12T12:29:31+03:00,2015-12-12 09:43:12,passive_tracking,632,85,,0,5.6
-6.7864816,39.0912683,,Point,in_vehicle,87,62,,2015-12-12T12:48:23+03:00,2015-12-12 10:06:37,passive_tracking,635,87,,0,8.8
-6.7865516,39.09079,,Point,on_foot,170,54,in_vehicle,2015-12-12T12:55:15+03:00,2015-12-12 10:06:37,passive_tracking,636,170,,46,6.4
-6.7863683,39.0905599,,Point,,272,0,in_vehicle,2015-12-12T13:06:33+03:00,2015-12-12 10:06:37,passive_tracking,638,272,,61,8.7
-6.7865299,39.09081,,Point,in_vehicle,126,52,still,2015-12-12T13:12:37+03:00,2015-12-12 10:31:34,passive_tracking,641,126,,40,8.2
-6.7863916,39.0905366,,Point,still,113,23,in_vehicle,2015-12-12T13:25:22+03:00,2015-12-12 10:31:34,passive_tracking,642,113,,46,8.5
-6.78646,39.0906466,,Point,in_vehicle,111,46,,2015-12-12T13:31:28+03:00,2015-12-12 10:31:34,passive_tracking,643,111,,0,4.3
-6.7865016,39.090775,,Point,still,202,39,in_vehicle,2015-12-12T13:38:53+03:00,2015-12-12 10:43:10,passive_tracking,646,202,,56,5.2
-6.7032312,39.2046167,,Point,still,0,56,,2015-12-12T14:36:53+03:00,2015-12-12 11:36:56,passive_tracking,651,0,,0,25
-6.7032306,39.2046167,,Point,,0,0,in_vehicle,2015-12-12T16:10:14+03:00,2015-12-12 13:10:19,passive_tracking,654,0,,30,26
-6.786435,39.090495,,Point,,228,0,in_vehicle,2015-12-12T13:47:42+03:00,2015-12-12 13:12:48,passive_tracking,656,228,,41,13.2
-6.7877683,39.0917066,,Point,in_vehicle,326,56,,2015-12-12T16:12:32+03:00,2015-12-12 13:12:48,passive_tracking,659,326,,0,5.4
-6.7565596,39.2868609,,Point,on_foot,0,72,still,2015-12-12T16:28:32+03:00,2015-12-12 13:28:48,passive_tracking,660,0,,49,35.329
-6.7603114,39.2786623,,Point,still,0,33,,2015-12-12T18:55:08+03:00,2015-12-12 15:55:10,passive_tracking,663,0,,0,30
-6.8223307,39.2857533,,Point,still,0,54,,2015-12-12T20:29:59+03:00,2015-12-12 17:30:05,passive_tracking,664,0,,0,37.5
-6.778266,39.2419679,,Point,still,231,50,,2015-12-12T20:49:22+03:00,2015-12-12 17:49:26,passive_tracking,665,231,,0,9
-6.7777636,39.2602873,,Point,in_vehicle,0,100,,2015-12-13T00:37:15+03:00,2015-12-12 21:37:18,passive_tracking,668,0,,0,39
-6.7624601,39.276883,,Point,still,0,35,,2015-12-12T19:16:25+03:00,2015-12-12 16:16:32,passive_tracking,670,0,,0,37.5
-6.7820215,39.2446381,,Point,still,0,73,,2015-12-12T20:01:48+03:00,2015-12-12 17:01:52,passive_tracking,671,0,,0,24
-6.8141551,39.290613,,Point,still,0,8,,2015-12-12T21:19:28+03:00,2015-12-12 18:19:28,passive_tracking,673,0,,0,7
-6.8141674,39.2906706,,Point,in_vehicle,0,46,,2015-12-12T21:49:18+03:00,2015-12-12 18:49:36,passive_tracking,674,0,,0,6
-6.7864883,39.090715,,Point,in_vehicle,351,49,,2015-12-12T16:20:07+03:00,2015-12-12 18:55:07,passive_tracking,675,351,,0,9.4
-6.7862949,39.0909983,,Point,,69,0,in_vehicle,2015-12-12T16:58:54+03:00,2015-12-12 18:55:07,passive_tracking,676,69,,46,11.1
-6.7864916,39.0908016,,Point,,94,0,in_vehicle,2015-12-12T17:00:29+03:00,2015-12-12 18:55:07,passive_tracking,677,94,,59,5.7
-6.78648,39.0909366,,Point,in_vehicle,0,59,still,2015-12-12T17:02:07+03:00,2015-12-12 18:55:07,passive_tracking,678,0,,35,9.2
-6.786525,39.0904166,,Point,in_vehicle,238,77,,2015-12-12T21:54:48+03:00,2015-12-12 18:55:07,passive_tracking,679,238,,0,9.3
-6.8163008,39.2903993,,Point,still,0,77,,2015-12-12T23:24:48+03:00,2015-12-12 20:24:51,passive_tracking,682,0,,0,92.482
-6.782021,39.2446387,,Point,in_vehicle,0,23,still,2015-12-12T21:15:23+03:00,2015-12-12 18:15:27,passive_tracking,683,0,,100,23
-6.786305,39.090715,,Point,in_vehicle,100,54,,2015-12-12T22:13:25+03:00,2015-12-13 02:58:13,passive_tracking,688,100,,0,4.8
-6.7863533,39.0910883,,Point,in_vehicle,0,44,still,2015-12-12T22:13:58+03:00,2015-12-13 02:58:13,passive_tracking,689,0,,33,11
-6.78584,39.0908933,,Point,in_vehicle,221,62,,2015-12-13T05:54:15+03:00,2015-12-13 02:58:13,passive_tracking,690,221,,0,21.6
-6.6932336,39.1831288,,Point,on_foot,0,50,,2015-12-13T10:14:50+03:00,2015-12-13 07:15:04,passive_tracking,694,0,,0,37.5
-6.7726186,39.2220484,,Point,in_vehicle,273,100,,2015-12-13T16:35:15+03:00,2015-12-13 13:35:53,passive_tracking,695,273,,0,24
-6.6932343,39.1831287,,Point,still,0,35,,2015-12-13T10:16:51+03:00,2015-12-13 07:16:56,passive_tracking,696,0,,0,43.5
-6.6932343,39.1831287,,Point,still,0,85,,2015-12-13T10:20:11+03:00,2015-12-13 07:20:17,passive_tracking,697,0,,0,43.5
-6.7478225,39.2840163,,Point,,0,0,on_foot,2015-12-13T11:10:23+03:00,2015-12-13 08:10:55,passive_tracking,699,0,,59,9
-6.767977,39.2782813,,Point,in_vehicle,0,61,,2015-12-13T16:11:50+03:00,2015-12-13 13:11:53,passive_tracking,705,0,,0,15
-6.7688155,39.2801916,,Point,in_vehicle,0,100,,2015-12-13T16:13:52+03:00,2015-12-13 13:13:55,passive_tracking,706,0,,0,48
-6.7726186,39.2220484,,Point,in_vehicle,273,100,,2015-12-13T16:35:15+03:00,2015-12-13 13:35:50,passive_tracking,707,273,,0,24
-6.7736117,39.2202122,,Point,in_vehicle,0,46,,2015-12-13T17:19:15+03:00,2015-12-13 14:19:25,passive_tracking,708,0,,0,60
-6.7736117,39.2202122,,Point,in_vehicle,0,46,,2015-12-13T17:19:15+03:00,2015-12-13 14:19:24,passive_tracking,711,0,,0,60
-6.7526266,39.2812551,,Point,on_foot,0,29,,2015-12-13T19:02:08+03:00,2015-12-13 16:02:10,passive_tracking,714,0,,0,33
-6.7662044,39.2781406,,Point,still,0,60,,2015-12-13T19:13:58+03:00,2015-12-13 16:14:03,passive_tracking,715,0,,0,26
-6.7662287,39.2780867,,Point,still,0,62,,2015-12-13T19:49:27+03:00,2015-12-13 16:49:31,passive_tracking,716,0,,0,29
-6.7525283,39.2812926,,Point,in_vehicle,0,100,,2015-12-13T21:23:29+03:00,2015-12-13 18:23:36,passive_tracking,717,0,,0,24
-6.79121,39.139195,,Point,still,1,100,in_vehicle,2015-12-14T04:58:44+03:00,2015-12-14 01:58:50,passive_tracking,718,1,,44,7.4
-6.7692436,39.2803379,,Point,on_foot,0,25,,2015-12-14T08:05:30+03:00,2015-12-14 05:05:31,passive_tracking,719,0,,0,30
-6.8041008,39.2876673,,Point,,0,0,still,2015-12-14T09:46:44+03:00,2015-12-14 06:46:57,passive_tracking,723,0,,77,45
-6.7693163,39.2803362,,Point,still,0,54,,2015-12-14T10:18:24+03:00,2015-12-14 07:18:26,passive_tracking,724,0,,0,103.5
-6.8041085,39.2876856,,Point,still,0,69,,2015-12-14T10:20:07+03:00,2015-12-14 07:20:18,passive_tracking,725,0,,0,40.5
-6.818327,39.2751152,,Point,still,0,44,,2015-12-14T11:23:12+03:00,2015-12-14 08:23:16,passive_tracking,727,0,,0,36
-6.8183104,39.2750949,,Point,in_vehicle,0,35,,2015-12-14T11:52:35+03:00,2015-12-14 08:52:48,passive_tracking,729,0,,0,39
-6.7692966,39.2802554,,Point,still,0,57,,2015-12-14T12:15:33+03:00,2015-12-14 09:15:34,passive_tracking,732,0,,0,34.5
-6.8183269,39.2751119,,Point,,0,0,still,2015-12-14T12:20:51+03:00,2015-12-14 09:20:57,passive_tracking,733,0,,40,34.5
-6.7063478,39.1279385,,Point,,0,0,in_vehicle,2015-12-14T10:50:18+03:00,2015-12-14 07:50:34,passive_tracking,734,0,,53,37.5
-6.823242,39.27246,,Point,still,0,33,,2015-12-14T14:00:54+03:00,2015-12-14 11:01:04,passive_tracking,738,0,,0,27
-6.7729656,39.2376543,,Point,still,0,85,,2015-12-14T15:39:52+03:00,2015-12-14 12:39:56,passive_tracking,742,0,,0,40.5
-6.7729649,39.2376543,,Point,still,0,44,,2015-12-14T15:36:53+03:00,2015-12-14 12:37:33,passive_tracking,746,0,,0,36
-6.7527814,39.2815911,,Point,in_vehicle,0,28,,2015-12-14T17:35:04+03:00,2015-12-14 14:35:07,passive_tracking,760,0,,0,11.108
